Rk,Player,Age,Team,Pos,G,MP,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,OWS,DWS,WS,WS/48,BPM,VORP,PER,Salary
324,Doug McDermott,31,SAS,SF,64,20.5,2.2,1.4,0.2,0.1,0.9,1.8,10.2,113,124,1,0,1,0.035,-3.2,-0.4,11.2,13750000
176,Draymond Green,32,GSW,PF,73,31.5,7.2,6.8,1,0.8,2.8,3.1,8.5,114,112,1.6,3.1,4.7,0.098,0.8,1.6,12.2,25806468
144,Drew Eubanks,25,POR,C,78,20.3,5.4,1.3,0.5,1.3,0.9,2.2,6.6,130,115,2.9,1.6,4.4,0.134,0.1,0.8,16.2,1968175
451,Dru Smith,25,2TM,SG,15,10.5,1.6,1.5,0.7,0.3,0.2,1.5,2.9,111,110,0.1,0.3,0.3,0.099,-0.9,0,11.4,374357
499,Duane Washington Jr.,22,PHO,SG,31,12.7,1.2,2,0.2,0.1,1.1,0.7,7.9,93,117,-0.8,0.3,-0.5,-0.065,-4.6,-0.3,9.3,628802
415,Duncan Robinson,28,MIA,SF,42,16.5,1.6,1.1,0.3,0,0.7,1.8,6.4,105,117,-0.1,0.6,0.5,0.035,-5,-0.5,7.8,16902000
395,Dwight Powell,31,DAL,C,76,19.2,4.1,0.9,0.6,0.3,0.9,2.8,6.7,140,116,3.8,1.3,5.1,0.168,-1.2,0.3,15.5,11080125
528,Dylan Windler,26,CLE,SF,3,3.3,0,0.3,0.3,0,0.3,0,1.7,119,108,0,0,0,0.149,6.7,0,19,4037277
109,Dyson Daniels,19,NOP,PG,59,17.7,3.2,2.3,0.7,0.2,1,1.7,3.8,105,112,-0.1,1.4,1.3,0.061,-1.8,0,8.8,5508600
462,Edmond Sumner,27,BRK,SG,53,13.9,1.5,1.3,0.6,0.2,0.9,1.6,7.1,112,115,0.6,0.7,1.3,0.086,-2.6,-0.1,14,1968175
170,Eric Gordon,34,2TM,SG,69,28.5,1.9,2.7,0.6,0.4,1.5,1.1,12.4,115,122,1.8,0.5,2.3,0.056,-1.9,0.1,11.8,19568360
377,Eugene Omoruyi,25,2TM,SF,40,16.1,2.8,0.7,0.7,0.1,0.9,2.3,7,106,117,0.1,0.5,0.6,0.042,-4.4,-0.4,10.9,1013119
152,Evan Fournier,30,NYK,SG,27,17,1.8,1.3,0.6,0.1,0.8,1.7,6.1,98,116,-0.3,0.4,0.1,0.01,-4,-0.2,6.9,18000000
339,Evan Mobley,21,CLE,PF,79,34.4,9,2.8,0.8,1.5,1.8,2.8,16.2,117,108,3.7,4.8,8.5,0.151,1.7,2.5,17.9,8478720
79,Facundo Campazzo,31,DAL,PG,8,6.5,0.3,1.1,0.8,0,0.4,0.4,1.3,86,111,-0.1,0.1,0,-0.012,-1.2,0,7.8,464299
233,Frank Jackson,24,UTA,PG,1,5,2,1,0,0,0,0,0,48,119,0,0,0,-0.378,-22.2,0,-6.8,113114
262,Frank Kaminsky,29,2TM,C,36,6.5,1.4,0.9,0.2,0.1,0.3,0.6,2.5,131,116,0.5,0.2,0.7,0.141,2.8,0.3,15.3,2463490
365,Frank Ntilikina,24,DAL,SG,47,12.9,1.3,1.2,0.3,0.1,0.6,1.4,2.9,94,118,-0.5,0.4,-0.1,-0.01,-6.7,-0.7,5.2,2036318
491,Franz Wagner,21,ORL,SF,80,32.6,4.1,3.5,1,0.2,2.1,2.3,18.6,115,116,3.1,2.3,5.4,0.099,-0.1,1.3,15.9,5258280
485,Fred VanVleet,28,TOR,PG,69,36.7,4.1,7.2,1.8,0.6,2,2.8,19.3,117,114,3.7,2.8,6.5,0.123,2.5,2.9,17,21250000
274,Furkan Korkmaz,25,PHI,SG,37,9.5,1.1,0.6,0.3,0.1,0.6,0.5,3.8,100,115,-0.2,0.3,0.1,0.019,-4.4,-0.2,9.3,5000000
487,Gabe Vincent,26,MIA,PG,68,25.9,2.1,2.5,0.9,0.1,1.4,2.3,9.4,104,115,-0.3,1.7,1.4,0.038,-3.4,-0.6,9,1815677
534,Gabe York,29,IND,SG,3,18.7,2,1.7,0.7,0,0,1.7,8,122,120,0.1,0,0.1,0.091,-3.5,0,11.8,32171
467,Garrett Temple,36,NOP,SG,25,6.5,0.7,0.5,0.4,0.1,0.2,0.6,2,114,112,0.1,0.2,0.3,0.094,-1,0,10.5,5155500
313,Garrison Mathews,26,2TM,SG,54,12.7,1.4,0.5,0.4,0.1,0.4,1.1,4.8,119,121,0.7,0.3,1,0.067,-2.4,-0.1,9.7,2000000
194,Gary Harris,28,ORL,SG,48,24.7,2,1.2,0.9,0.3,0.6,1.9,8.3,122,116,1.3,1.1,2.3,0.095,-0.7,0.4,10.5,13000000
382,Gary Payton II,30,2TM,SG,22,16.7,3.1,1.4,1,0.2,0.7,2,4.6,131,115,0.6,0.4,1,0.125,0.3,0.2,13.3,8300000
479,Gary Trent Jr.,24,TOR,SG,66,32.1,2.6,1.6,1.6,0.2,0.8,1.5,17.4,116,116,2.5,2,4.5,0.102,0.2,1.2,15,17280000
211,George Hill,36,2TM,SG,46,18.1,1.8,2.4,0.6,0.1,0.7,1.2,5,124,115,1.1,0.8,1.9,0.107,-1.5,0.1,10.6,4000000
360,Georges Niang,29,PHI,PF,78,19.4,2.4,1,0.4,0.2,0.7,1.9,8.2,114,116,1.1,1.4,2.5,0.078,-1.4,0.2,10.9,3465000
11,Giannis Antetokounmpo,28,MIL,PF,63,32.1,11.8,5.7,0.8,0.8,3.9,3.1,31.1,117,108,4.9,3.7,8.6,0.204,8.5,5.4,29,42492492
42,Goga Bitadze,23,2TM,C,38,12,3.6,1,0.4,0.7,0.6,1.7,4.4,123,112,0.8,0.6,1.3,0.141,0.3,0.3,17.1,5377520
132,Goran Dragi?,36,2TM,PG,58,15,1.4,2.6,0.2,0.1,1.1,1.1,6.3,103,117,-0.3,0.7,0.4,0.025,-3.9,-0.4,10.3,3523762
205,Gordon Hayward,32,CHO,SF,50,31.5,4.3,4.1,0.8,0.2,2,1.4,14.7,110,118,0.8,1.1,2,0.059,-1.4,0.2,13.5,30075000
121,Gorgui Dieng,33,SAS,C,31,11.5,3.5,1.7,0.1,0.5,1,1.8,3.9,100,118,-0.2,0.2,0,0.001,-3.9,-0.2,9.9,4105236
517,Grant Williams,24,BOS,PF,79,25.9,4.6,1.7,0.5,0.4,1,2.4,8.1,118,113,1.9,2.6,4.4,0.104,-1.1,0.5,10.3,4306281
7,Grayson Allen,27,MIL,SG,72,27.4,3.3,2.3,0.9,0.2,1,1.6,10.4,123,114,2.8,2.2,5.1,0.123,0.1,1,12.3,8925000
63,Greg Brown III,21,POR,PF,16,5.8,1.2,0.2,0.3,0.3,0.4,0.8,1.8,79,114,-0.3,0.1,-0.1,-0.074,-8.5,-0.2,5.8,1563518
120,Hamidou Diallo,24,DET,SF,56,17.8,3.5,1,0.9,0.3,1.3,2.2,9.3,109,116,0.4,0.9,1.3,0.063,-1.4,0.1,15.7,5200000
27,Harrison Barnes,30,SAC,PF,82,32.5,4.5,1.6,0.7,0.1,1,1.3,15,126,119,5.1,1.4,6.5,0.118,-1,0.7,14.1,18352273
210,Haywood Highsmith,26,MIA,PF,54,17.9,3.5,0.8,0.7,0.3,0.8,1.5,4.4,101,112,-0.3,1.3,0.9,0.046,-3.1,-0.3,8.5,1752638
253,Herbert Jones,24,NOP,PF,66,29.6,4.1,2.5,1.6,0.6,1.3,3.2,9.8,115,112,1.5,2.7,4.2,0.104,-0.3,0.8,12.1,1785000
403,Immanuel Quickley,23,NYK,SG,81,28.9,4.2,3.4,1,0.2,1.2,2,14.9,122,115,4.4,2.3,6.7,0.137,1.7,2.1,16.3,2316240
373,Isaac Okoro,22,CLE,SF,76,21.7,2.5,1.1,0.7,0.4,0.6,2.1,6.4,123,112,1.9,2.3,4.2,0.122,-0.3,0.7,10.7,7040880
200,Isaiah Hartenstein,24,NYK,C,82,19.8,6.5,1.2,0.6,0.8,0.8,2.6,5,124,111,2.2,2.4,4.6,0.136,-0.3,0.7,14.2,8854879
234,Isaiah Jackson,21,IND,C,63,16.5,4.5,0.8,0.5,1.5,0.8,2.4,7.2,120,114,1.5,1.2,2.7,0.124,-0.8,0.3,17.5,2573760
241,Isaiah Joe,23,OKC,SG,73,19.1,2.4,1.2,0.7,0.1,0.5,1.4,9.5,125,116,2.5,1.3,3.8,0.131,0.9,1,14.5,1836090
294,Isaiah Livers,24,DET,PF,52,23.1,2.8,0.8,0.5,0.5,0.6,2,6.7,113,120,0.5,0.5,1,0.041,-2.4,-0.1,8.4,1563518
340,Isaiah Mobley,23,CLE,PF,12,7,1.7,0.3,0.3,0.3,0.1,0.7,2.6,114,106,0.1,0.2,0.2,0.135,-1.4,0,14.1,508891
419,Isaiah Roby,24,SAS,PF,42,11.3,2.5,0.9,0.4,0.2,0.7,1.3,4.1,97,118,-0.4,0.3,-0.1,-0.011,-4.6,-0.3,9.3,2330681
459,Isaiah Stewart,21,DET,C,50,28.3,8.1,1.4,0.4,0.7,1.4,2.7,11.3,113,118,1.1,0.9,2,0.068,-2.1,0,13.1,3433320
475,Isaiah Todd,21,WAS,PF,6,10.2,2,0.7,0.2,0,0.3,0.7,1.5,62,118,-0.2,0,-0.2,-0.147,-14.2,-0.2,-1,1575000
452,Ish Smith,34,DEN,PG,43,9.3,1.3,2.3,0.2,0.2,1,0.8,2.5,89,116,-0.8,0.4,-0.5,-0.056,-6.6,-0.5,6.5,4725000
493,Ish Wainright,28,PHO,SF,60,15.3,2.3,0.9,0.6,0.4,0.4,2,4.2,114,113,0.5,1.2,1.7,0.089,-1.2,0.2,9.2,980057
539,Ivica Zubac,25,LAC,C,76,28.6,9.9,1,0.4,1.3,1.5,2.9,10.8,125,112,3.8,2.9,6.7,0.149,-0.9,0.6,16.7,10123457
346,Ja Morant,23,MEM,PG,61,31.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2,114,112,3.4,2.6,6,0.148,5.7,3.8,23.3,12119440
453,Jabari Smith Jr.,19,HOU,PF,79,31,7.2,1.3,0.5,0.9,1.3,2.9,12.8,108,119,0.5,1.4,1.9,0.037,-3.7,-1.1,11.2,8882640
494,Jabari Walker,20,POR,SF,56,11.1,2.3,0.6,0.2,0.2,0.5,1.2,3.9,104,120,-0.1,0.3,0.2,0.015,-6.1,-0.6,9.6,1017781
510,Jack White,25,DEN,SF,17,3.9,1,0.2,0.2,0.1,0.1,0.5,1.2,115,111,0.1,0.1,0.1,0.108,-1.9,0,12.6,508891
166,Jacob Gilyard,24,MEM,PG,1,41,4,7,3,0,2,3,3,108,110,0,0.1,0.1,0.079,-6.1,0,7.3,5849
191,Jaden Hardy,20,DAL,SG,48,14.8,1.9,1.4,0.4,0.1,1,1.3,8.8,108,118,0.2,0.5,0.7,0.048,-2.3,0,14.6,1017781
232,Jaden Ivey,20,DET,SG,74,31.1,3.9,5.2,0.8,0.2,3.2,3.3,16.3,103,121,-0.9,0.8,0,-0.001,-3.3,-0.7,12.1,7252200
322,Jaden McDaniels,22,MIN,SF,79,30.6,3.9,1.9,0.9,1,1.4,3.4,12.1,115,115,2,2.4,4.4,0.087,-1.2,0.5,12,2161440
457,Jaden Springer,20,PHI,SG,16,5.6,0.9,0.5,0.4,0.2,0.2,0.9,2.6,116,108,0.1,0.2,0.3,0.145,0.3,0.1,17.2,2125200
104,Jae Crowder,32,MIL,PF,18,18.9,3.8,1.5,0.7,0.3,0.4,1.5,6.9,133,111,0.7,0.5,1.2,0.165,1.2,0.3,14.6,10183800
464,Jae'Sean Tate,27,HOU,SF,31,21.8,3.8,2.7,0.7,0.2,1.5,3.4,9.1,111,120,0.4,0.3,0.7,0.049,-3.5,-0.3,12.2,7065217
282,Jake LaRavia,21,MEM,PF,35,11.8,1.8,0.6,0.3,0.1,0.5,1.4,3,105,114,0,0.5,0.5,0.054,-3.5,-0.2,6.7,3047640
386,Jakob Poeltl,27,2TM,C,72,26.5,9.1,2.7,0.9,1.2,1.7,2.7,12.5,123,114,3.7,2.2,6,0.15,1.9,1.9,21,9398148
69,Jalen Brunson,26,NYK,PG,68,35,3.5,6.2,0.9,0.2,2.1,2.2,24,125,117,6.9,1.8,8.7,0.175,3.9,3.5,21.2,27733332
138,Jalen Duren,19,DET,C,67,24.9,8.9,1.1,0.7,0.9,1.4,2.7,9.1,126,116,2.9,1.6,4.5,0.129,-0.8,0.5,17.3,4124280
177,Jalen Green,20,HOU,SG,76,34.2,3.7,3.7,0.8,0.2,2.6,1.7,22.1,109,122,1.4,0.5,1.8,0.034,-2.1,0,14.5,9441840
244,Jalen Johnson,21,ATL,SF,70,14.9,4,1.2,0.5,0.5,0.6,1.6,5.6,114,113,0.8,1.3,2.1,0.099,0.3,0.6,14.1,2792640
323,Jalen McDaniels,25,2TM,SF,80,23.9,4.3,1.6,1,0.4,1.2,2.6,9.4,108,114,0.5,2.2,2.7,0.068,-2.1,-0.1,11.8,1930681
454,Jalen Smith,22,IND,C,68,18.8,5.8,1,0.3,0.9,1.1,2.3,9.4,113,116,1.1,1.1,2.3,0.085,-2.1,0,15.9,4670160
461,Jalen Suggs,21,ORL,SG,53,23.5,3,2.9,1.3,0.5,1.8,2.3,9.9,104,113,-0.2,1.5,1.4,0.053,-1,0.3,12.5,6922320
518,Jalen Williams,21,OKC,SG,75,30.3,4.5,3.3,1.4,0.5,1.6,2.5,14.1,118,114,3,2.6,5.6,0.119,0.3,1.3,15.6,4341480
77,Jamal Cain,23,MIA,PF,18,13.3,2.9,0.7,0.6,0.1,0.3,1.2,5.4,131,112,0.5,0.3,0.8,0.169,0.8,0.2,16.5,508891
352,Jamal Murray,25,DEN,PG,65,32.8,4,6.2,1,0.2,2.2,1.6,20,116,116,3.3,1.9,5.1,0.116,1.3,1.8,18,31650600
53,Jamaree Bouyea,23,2TM,PG,5,14.2,1.2,0.8,0.8,0.4,0.8,1.2,3,89,112,-0.1,0.1,0,0.013,-4.2,0,6.5,116986
52,James Bouknight,22,CHO,SG,34,15.1,2.1,1.2,0.4,0.1,0.9,1.4,5.6,90,117,-0.8,0.4,-0.4,-0.04,-6.5,-0.6,6.2,4362240
190,James Harden,33,PHI,PG,58,36.8,6.1,10.7,1.2,0.5,3.4,1.9,21,123,113,5.8,2.6,8.4,0.188,5.4,4,21.6,33000000
245,James Johnson,35,IND,PF,18,9,1.7,0.8,0.4,0.3,0.4,1.8,2.8,98,115,-0.1,0.2,0.1,0.017,-4.4,-0.1,8.4,3841067
530,James Wiseman,21,2TM,C,45,19.3,5.9,0.7,0.2,0.6,1.1,2.4,10,112,116,0.7,0.7,1.4,0.077,-3.5,-0.3,15.6,9603360
178,JaMychal Green,32,GSW,PF,57,14,3.6,0.9,0.4,0.4,0.9,1.8,6.4,121,113,1.2,1,2.2,0.133,-0.5,0.3,15.5,8200000
74,Jared Butler,22,OKC,PG,6,12.8,0.7,1.3,0.8,0,0.8,0.8,6.2,108,115,0,0.1,0.1,0.061,-2.6,0,13,1674655
411,Jared Rhoden,23,DET,SG,14,14.1,2.6,0.3,0.3,0.1,0.2,1.6,3.2,108,121,0,0.1,0.1,0.027,-6.1,-0.2,6.5,307089
235,Jaren Jackson Jr.,23,MEM,C,63,28.4,6.8,1,1,3,1.7,3.6,18.6,118,105,2.8,3.8,6.6,0.177,2.8,2.2,21.6,28946605
484,Jarred Vanderbilt,23,2TM,PF,78,24.1,7.5,2.4,1.1,0.3,1.2,2.4,7.9,123,112,2.7,2.5,5.2,0.132,1.1,1.5,15.1,4374000
56,Jarrell Brantley,26,UTA,PF,4,9.8,1.5,0.8,0,0.5,0.5,0.8,5.5,134,118,0.1,0,0.1,0.16,3.5,0.1,18.5,105522
8,Jarrett Allen,24,CLE,C,68,32.6,9.8,1.7,0.8,1.2,1.4,2.3,14.3,132,108,5.5,4,9.5,0.205,2.4,2.4,19.9,20000000
105,Jarrett Culver,23,ATL,SF,10,13.7,3.8,0.6,0.6,0.2,0.7,1.4,4.4,96,113,-0.1,0.2,0,0.014,-4.2,-0.1,9.5,260295
397,Jason Preston,23,LAC,PG,14,8.9,1.6,1.9,0.1,0,0.7,0.5,2.9,102,117,0,0.1,0.1,0.021,-2.6,0,10.3,1563518
325,JaVale McGee,35,DAL,C,42,8.5,2.5,0.3,0.1,0.6,0.9,1.3,4.4,108,112,0.1,0.5,0.6,0.076,-3.7,-0.1,17.2,5461219
179,Javonte Green,29,CHI,SF,32,15,2.8,0.7,0.8,0.7,0.6,1.6,5.2,122,109,0.6,0.8,1.4,0.142,1.4,0.4,14.5,1815677
203,Jaxson Hayes,22,NOP,C,47,13,2.8,0.7,0.4,0.4,0.7,1.4,5,117,111,0.6,0.9,1.5,0.118,-1.2,0.1,13.7,6803012
223,Jay Huff,24,WAS,C,7,13.6,3,1.4,0.4,0.6,0.7,2.1,7.3,149,114,0.4,0.1,0.5,0.261,4,0.1,22.3,116986
435,Jay Scrubb,22,ORL,SG,2,15,3,0.5,1,0,1.5,1,6.5,108,110,0,0,0.1,0.083,-1.9,0,14.2,49719
64,Jaylen Brown,26,BOS,SF,67,35.9,6.9,3.5,1.1,0.4,2.9,2.6,26.6,110,111,1.6,3.4,5,0.1,1.3,2,19.1,29776785
364,Jaylen Nowell,23,MIN,SG,65,19.3,2.6,2,0.6,0.1,1,1.6,10.8,106,116,0,1.2,1.2,0.046,-2.5,-0.2,13.7,1930681
519,Jaylin Williams,20,OKC,C,49,18.7,4.9,1.6,0.6,0.2,0.8,2.3,5.9,115,112,0.7,1.2,1.9,0.099,-1.7,0.1,11.2,2000000
465,Jayson Tatum,24,BOS,SF,74,36.9,8.8,4.6,1.1,0.7,2.9,2.2,30.1,118,110,6.2,4.3,10.5,0.185,5.5,5.1,23.7,30351780
113,JD Davison,20,BOS,SG,12,5.5,0.8,0.9,0.2,0.2,0.3,0.4,1.6,104,112,0,0.1,0.1,0.059,-4.2,0,10.1,508891
520,Jeenathan Williams,23,POR,SG,5,25.4,3,2,0.6,0.4,0.8,2.6,10.6,132,122,0.3,0,0.3,0.12,-3,0,15.5,52644
130,Jeff Dowtin,25,TOR,PG,25,10.4,0.9,1.2,0.4,0.1,0.2,0.5,2.4,118,117,0.2,0.2,0.4,0.076,-1.9,0,9.9,508891
180,Jeff Green,36,DEN,PF,56,19.5,2.6,1.2,0.3,0.3,0.8,1.8,7.8,114,117,0.8,0.8,1.7,0.074,-3.4,-0.4,11,4500000
172,Jerami Grant,28,POR,PF,63,35.7,4.5,2.4,0.8,0.8,1.8,2.4,20.5,117,120,3.1,1,4.1,0.087,-0.2,1,16,20955000
418,Jeremiah Robinson-Earl,22,OKC,PF,43,18.9,4.2,1,0.6,0.3,0.4,1.7,6.8,121,115,1.1,0.8,1.9,0.111,-1.5,0.1,13,2000000
456,Jeremy Sochan,19,SAS,PF,56,26,5.3,2.5,0.8,0.4,1.7,2.5,11,103,120,-0.5,0.7,0.2,0.005,-4,-0.7,11.4,5063520
448,Jericho Sims,24,NYK,C,52,15.6,4.7,0.5,0.3,0.5,0.5,1.8,3.4,146,114,1.6,0.9,2.6,0.153,-0.5,0.3,13.8,1639842
83,Jevon Carter,27,MIL,PG,81,22.3,2.5,2.4,0.8,0.4,1,2,8,113,113,1.2,2.3,3.5,0.092,-0.6,0.6,10.9,6025000
75,Jimmy Butler,33,MIA,PF,64,33.4,5.9,5.3,1.8,0.3,1.6,1.3,22.9,135,112,9.4,2.9,12.3,0.277,8.7,5.8,27.6,37653300
280,Jock Landale,27,PHO,C,69,14.2,4.1,1,0.2,0.4,0.9,1.8,6.6,119,113,1.5,1.2,2.7,0.132,-1.1,0.2,16.4,1563518
195,Joe Harris,31,BRK,SF,74,20.6,2.2,1.4,0.5,0.2,0.6,1.9,7.6,119,117,1.5,1.1,2.6,0.083,-1.1,0.3,10.6,18642857
228,Joe Ingles,35,MIL,SF,46,22.7,2.8,3.3,0.7,0.1,1.2,1.6,6.9,120,114,1.1,1.2,2.3,0.107,-0.7,0.3,10.7,6479000
511,Joe Wieskamp,23,TOR,SF,9,5.6,0.4,0.3,0,0,0.1,0.3,1,77,121,-0.1,0,-0.1,-0.076,-10.6,-0.1,-0.4,2909261
143,Joel Embiid,28,PHI,C,66,34.6,10.2,4.2,1,1.7,3.4,3.1,33.1,124,109,8.4,3.9,12.3,0.259,9.2,6.4,31.4,33616770
76,John Butler,20,POR,C,19,11.6,0.9,0.6,0.4,0.5,0.1,1.2,2.4,97,119,-0.1,0.1,0,0.001,-6.2,-0.2,5.7,503041
96,John Collins,25,ATL,PF,71,30,6.5,1.2,0.6,1,1.1,3.1,13.1,117,115,2.1,2.1,4.2,0.095,-1.3,0.4,13.6,23500000
273,John Konchar,26,MEM,SF,72,20.8,4.3,1.4,1.1,0.3,0.5,1.6,5.1,117,109,1,2.5,3.5,0.111,0.5,0.9,10.8,2300000
497,John Wall,32,LAC,PG,34,22.2,2.7,5.2,0.8,0.4,2.4,1.7,11.4,102,115,-0.4,0.7,0.3,0.02,-1.2,0.1,13.6,47345760
111,Johnny Davis,20,WAS,SG,28,15.1,2.3,1,0.4,0.3,0.6,1.7,5.8,92,117,-0.6,0.3,-0.3,-0.033,-7.4,-0.6,7.2,4810320
260,Johnny Juzang,21,UTA,SG,18,12.9,2.2,0.4,0.2,0.2,0.2,0.7,4.8,93,119,-0.3,0.1,-0.2,-0.032,-6.5,-0.3,6.5,508891
483,Jonas Valan?i?nas,30,NOP,C,79,24.9,10.2,1.8,0.3,0.7,2,3.1,14.1,116,110,2.8,3,5.8,0.142,-0.4,0.8,19.3,14700000
231,Jonathan Isaac,25,ORL,PF,11,11.3,4,0.5,1.3,0.4,0.4,0.5,5,108,102,0,0.3,0.3,0.13,4,0.2,20.3,17400000
277,Jonathan Kuminga,20,GSW,PF,67,20.8,3.4,1.9,0.6,0.5,1.4,2.3,9.9,112,115,1,1.4,2.4,0.084,-1.7,0.1,13.3,5739840
93,Jordan Clarkson,30,UTA,SG,61,32.6,4,4.4,0.5,0.2,3,2,20.8,109,120,0.9,0.8,1.7,0.042,-1.4,0.3,14.7,13340000
168,Jordan Goodwin,24,WAS,PG,62,17.8,3.3,2.7,0.9,0.4,0.9,1.5,6.6,113,113,0.9,1.3,2.2,0.097,0.7,0.8,14.8,1280206
187,Jordan Hall,21,SAS,SF,9,9.2,1.3,1.2,0.1,0,0.8,0.7,3.1,91,124,-0.1,0,-0.1,-0.077,-7.6,-0.1,5.5,193027
328,Jordan McLaughlin,26,MIN,PG,43,15.8,1.4,3.4,0.7,0.1,0.8,0.7,3.7,118,115,0.7,0.6,1.3,0.094,-0.7,0.2,11.8,2160000
368,Jordan Nwora,24,2TM,SF,62,19.2,3.7,1.4,0.4,0.2,1.1,1.2,8.7,109,116,0.5,1,1.5,0.06,-2.1,0,12.2,2800000
388,Jordan Poole,23,GSW,PG,82,30,2.7,4.5,0.8,0.3,3.1,2.6,20.4,109,117,1.4,1.9,3.2,0.063,-1.9,0.1,14.6,3901399
432,Jordan Schakel,24,WAS,SF,2,3,0,0.5,0.5,0,0,0.5,1.5,161,106,0,0,0,0.314,17,0,24.3,96514
9,Jose Alvarado,24,NOP,PG,61,21.5,2.3,3,1.1,0.2,1.3,2,9,107,113,0.1,1.7,1.8,0.066,-1.2,0.3,11.8,1563518
91,Josh Christopher,21,HOU,SG,64,12.3,1.1,1.1,0.5,0.2,0.9,0.9,5.8,102,120,-0.3,0.3,0,-0.001,-4.3,-0.5,11.5,2372160
